image,attack,l_inf,l_inf_255,l2,l2_normalized,pixels_changed,pixels_changed_pct,total_pixels,avg_perturbation,avg_perturbation_255,perturbation_std,perturbation_median,ssim,R_max,G_max,B_max,R_mean,G_mean,B_mean
goldfinch.jpeg,hc,0.29803921568627456,76.00000000000001,2.8089547585948003,0.007239958866143697,90,0.17936862244897958,50176,0.00026494972989195677,0.06756218112244898,0.007235109261378359,0.0,0.9911254131004527,0.29803921568627445,0.29803921568627456,0.29411764705882354,0.00027870523209283716,0.00027933048219287715,0.00023681347539015606
hay.jpeg,fgm,0.3019607843137255,77.00000000000001,109.92359500905843,0.2833232909320147,50175,99.99800701530613,50176,0.2790807989862611,71.16560374149658,0.04884664596200139,0.30196078431372547,0.10036541315314351,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.27251314588335324,0.2855060774309723,0.2792231736444577
hay.jpeg,pgd,0.3019607843137255,77.00000000000001,66.86532431343004,0.17234246871343956,50174,99.99601403061224,50176,0.1478082899826597,37.69111394557822,0.08862638396462341,0.14117647058823535,0.3382833168728851,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.14441417191876751,0.14777981505102042,0.15123088297819126
hay.jpeg,hc,0.0,0.0,0.0,0.0,0,0.0,50176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
seashore.jpeg,fgm,0.3019607843137255,77.00000000000001,108.14259215669773,0.2787328334488096,50175,99.99800701530613,50176,0.27204642273576085,69.37183779761902,0.06068555280359101,0.29803921568627456,0.11237968180676017,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.2780677896158463,0.2787414184423769,0.25933006014905957
seashore.jpeg,pgd,0.3019607843137255,77.00000000000001,66.03447307268324,0.17020098573352127,50176,100.0,50176,0.14536048794517806,37.06692442602041,0.08853645627086082,0.13725490196078433,0.26852395913326965,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.14625991021408563,0.1476267069327731,0.14219484668867544
seashore.jpeg,hc,0.29803921568627445,75.99999999999999,1.713083740386417,0.004415398922573522,30,0.05978954081632653,50176,9.451697345604909e-05,0.02410182823129252,0.004414387181386803,0.0,0.9977169558643751,0.2941176470588236,0.2941176470588236,0.29803921568627445,9.816426570628251e-05,9.230254601840737e-05,9.308410864345737e-05
viaduct.jpeg,fgm,0.3019607843137255,77.00000000000001,104.09036391546447,0.26828839119035497,50159,99.96611926020408,50176,0.25744649422268906,65.64885602678571,0.0754981023599657,0.3019607843137254,0.10826287542755379,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.2578350090036014,0.25749471663665463,0.2570097570278111
viaduct.jpeg,pgd,0.3019607843137255,77.00000000000001,63.70437948969332,0.16419527074523443,50162,99.97209821428571,50176,0.1391265881352541,35.4772799744898,0.08720022596842401,0.12549019607843137,0.28898050609434867,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.1365731448829532,0.1378487332432973,0.1429578862795118
viaduct.jpeg,hc,0.0,0.0,0.0,0.0,0,0.0,50176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
water_bottle.jpeg,fgm,0.3019607843137255,77.00000000000001,111.80772367865393,0.28817955072924173,50176,100.0,50176,0.28522575696945435,72.73256802721086,0.041154841995921856,0.29803921568627456,0.12884132746850752,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.27997910101540613,0.2862419186424569,0.2894562512505002
water_bottle.jpeg,pgd,0.3019607843137255,77.00000000000001,67.49708695495565,0.17397080947749652,50174,99.99601403061224,50176,0.14903985031512604,38.00516183035714,0.08973831716886727,0.1450980392156862,0.3192558156262132,0.3019607843137255,0.3019607843137255,0.3019607843137255,0.14756285326630653,0.14717879339235695,0.1523779042867147
water_bottle.jpeg,hc,0.29803921568627456,76.00000000000001,4.981608620930973,0.012839879813802937,268,0.5341198979591837,50176,0.0008229333400026676,0.20984800170068024,0.012813480961503637,0.0,0.9765012735611078,0.29803921568627456,0.2980392156862745,0.29803921568627456,0.0008019614095638255,0.0008353341336534614,0.0008315044767907163
